fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,path_km,off-grid_(unknown)_km,singletrack_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,state_road_km,alpine_km,compacted_gravel_km,alpine_path_km
2022 Tour des Alpes Maritimes et du Var Stage 1.gpx,https://www.komoot.com/tour/2984380328,124.0,1.45,1.26,0.73,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,48.8,0.0,0.0,0.0
2022 Tour des Alpes Maritimes et du Var Stage 2.gpx,https://www.komoot.com/tour/2984382257,129.0,13.2,1.52,0.702,0.0,0.598,0.0,0.0,146.0,3.12,0.0,0.0,5.78,0.0,0.0,0.0
2022 Tour des Alpes Maritimes et du Var Stage 3.gpx,https://www.komoot.com/tour/2984383850,87.9,11.2,2.13,0.0,0.0,0.375,0.0,0.0,112.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0
2022 Tour du Benin Stage 1.gpx,https://www.komoot.com/tour/2984385085,2.05,0.0,0.246,1.95,0.0,2.28,0.0,0.0,120.0,2.3,0.0,0.0,120.0,0.0,0.0,0.0
2022 Tour du Benin Stage 2.gpx,https://www.komoot.com/tour/2984386476,1.83,0.0,0.204,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0
2022 Tour du Benin Stage 3.gpx,https://www.komoot.com/tour/2984387775,2.88,0.0,1.67,25.8,0.0,25.8,0.0,0.0,104.0,0.364,0.0,1.62,101.0,0.0,0.0,0.0
2022 Tour du Benin Stage 4.gpx,https://www.komoot.com/tour/2984389151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.359,0.0,0.0,130.0,0.0,0.0,0.0
2022 Tour du Benin Stage 5.gpx,https://www.komoot.com/tour/2984390634,1.05,0.0,0.359,0.177,0.0,0.177,0.0,0.0,143.0,0.437,0.0,0.0,142.0,0.0,0.0,0.0
2022 Tour du Doubs.gpx,https://www.komoot.com/tour/2984392160,185.0,0.593,1.62,0.0,0.0,0.194,0.0,0.0,199.0,5.61,0.0,0.0,17.2,0.0,0.0,0.0
2022 Tour du Finistere.gpx,https://www.komoot.com/tour/2984394047,173.0,11.9,3.52,0.0,0.37,0.0,0.0,0.0,169.0,27.5,0.0,0.0,7.13,0.0,0.0,0.0
2022 Tour du Jura Cycliste.gpx,https://www.komoot.com/tour/2984395750,148.0,0.707,1.91,0.0,0.0,0.0,0.0,0.0,159.0,11.7,0.0,0.0,20.3,0.0,0.0,0.0
2022 Tour du Limousin - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2984397029,172.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,160.0,18.0,0.0,0.0,5.45,0.0,0.0,0.0
2022 Tour du Limousin - Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2984398440,149.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,173.0,12.3,0.0,0.0,33.6,0.0,0.0,0.0
2022 Tour du Limousin - Nouvelle Aquitaine Stage 3.gpx,https://www.komoot.com/tour/2984399969,176.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,164.0,17.1,0.575,0.0,4.04,0.0,0.0,0.0
2022 Tour du Limousin - Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2984401988,147.0,1.27,13.4,0.0,0.0,0.0,0.0,0.0,155.0,19.1,0.0,0.0,12.4,0.0,0.0,0.0
2022 Tour du Loir et Cher Stage 1.gpx,https://www.komoot.com/tour/2984403637,149.0,0.0,0.868,0.0,0.0,0.0,0.0,0.0,145.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour du Loir et Cher Stage 2.gpx,https://www.komoot.com/tour/2984405014,181.0,1.36,4.92,0.0,0.0,0.0,0.0,0.0,186.0,14.2,0.0,0.0,12.9,0.0,0.0,0.0
2022 Tour du Loir et Cher Stage 3.gpx,https://www.komoot.com/tour/2984406486,204.0,0.432,6.33,0.285,2.39,0.285,0.0,0.0,194.0,17.5,0.114,2.39,0.333,0.0,0.0,0.0
2022 Tour du Loir et Cher Stage 4.gpx,https://www.komoot.com/tour/2984407800,190.0,1.28,2.83,0.0,0.0,0.0,0.0,0.0,198.0,11.0,0.336,0.0,15.4,0.0,0.0,0.0
2022 Tour du Loir et Cher Stage 5.gpx,https://www.komoot.com/tour/2984410217,42.5,19.5,15.3,0.3,5.25,0.0,0.0,0.0,95.4,0.0,2.2,0.0,15.3,0.0,0.0,0.0
2022 Tour du Pays de Montbeliard Prologue.gpx,https://www.komoot.com/tour/2984411422,0.142,0.0,3.89,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour du Pays de Montbeliard Stage 1.gpx,https://www.komoot.com/tour/2984412907,161.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,161.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour du Pays de Montbeliard Stage 2.gpx,https://www.komoot.com/tour/2984414385,118.0,25.4,10.3,0.152,0.0,0.0,0.0,0.0,146.0,9.09,0.0,0.0,1.53,0.0,0.0,0.0
2022 Tour of Albania Stage 1.gpx,https://www.komoot.com/tour/2984415928,7.34,1.23,1.45,28.5,0.378,28.1,0.0,0.0,126.0,1.87,0.114,1.77,120.0,0.0,0.0,0.0
2022 Tour of Albania Stage 2.gpx,https://www.komoot.com/tour/2984417464,18.9,1.15,0.597,0.813,0.0,0.785,0.0,0.0,150.0,1.15,0.501,0.475,132.0,0.0,0.0,0.0
2022 Tour of Albania Stage 3.gpx,https://www.komoot.com/tour/2984418978,46.2,0.0,3.69,30.3,0.407,29.6,0.0,0.0,84.9,8.55,0.211,1.12,45.2,0.0,0.0,0.0
2022 Tour of Albania Stage 4.gpx,https://www.komoot.com/tour/2984420466,1.36,1.09,3.22,25.6,0.691,24.4,0.0,0.262,103.0,0.318,0.794,1.46,100.0,0.0,0.0,0.0
2022 Tour of Albania Stage 5.gpx,https://www.komoot.com/tour/2984421835,2.78,0.0,4.78,46.0,0.963,45.2,0.0,0.23,111.0,0.125,0.0,2.57,107.0,0.0,0.0,0.0
2022 Tour of Antalya Stage 1.gpx,https://www.komoot.com/tour/2984423638,77.0,0.808,2.02,1.97,1.21,0.0,0.0,0.0,135.0,5.52,0.0,0.182,62.1,0.0,0.0,0.0
2022 Tour of Antalya Stage 2.gpx,https://www.komoot.com/tour/2984426121,83.2,0.0,0.172,3.01,0.0,3.31,0.165,0.0,174.0,0.0,3.87,0.165,94.1,0.0,0.0,0.0
2022 Tour of Antalya Stage 3.gpx,https://www.komoot.com/tour/2984427881,34.9,0.0,3.77,0.0,0.0,0.0,0.0,0.0,103.0,7.1,0.0,0.0,71.1,0.0,0.0,0.0
2022 Tour of Antalya Stage 4.gpx,https://www.komoot.com/tour/2984430349,68.1,0.0,0.914,0.214,0.0,0.214,0.0,0.0,148.0,8.13,0.0,0.524,87.3,0.0,0.0,0.0
2022 Tour of Britain Stage 1.gpx,https://www.komoot.com/tour/2984431670,119.0,0.593,0.0,0.0,0.0,0.0,0.0,0.138,178.0,2.98,0.0,0.0,61.3,0.0,0.0,0.0
2022 Tour of Britain Stage 2.gpx,https://www.komoot.com/tour/2984433217,137.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.883,0.0,0.0,36.7,0.0,0.0,0.0
2022 Tour of Britain Stage 3.gpx,https://www.komoot.com/tour/2984434829,121.0,0.59,0.347,0.137,0.0,0.0,0.0,0.0,161.0,2.2,0.0,0.0,41.4,0.0,0.0,0.0
2022 Tour of Britain Stage 4.gpx,https://www.komoot.com/tour/2984436417,111.0,0.431,2.84,0.0,0.0,0.0,0.0,0.0,139.0,11.2,0.0,0.177,36.4,0.0,0.0,0.0
2022 Tour of Britain Stage 5.gpx,https://www.komoot.com/tour/2984438175,145.0,0.997,3.48,0.115,0.393,0.0,0.0,0.0,168.0,18.7,0.0,0.0,37.4,0.0,0.0,0.0
2022 Tour of Bulgaria Prologue.gpx,https://www.komoot.com/tour/2984439412,0.0,0.0,0.283,0.0,0.431,0.0,0.0,0.0,0.0,0.0,0.714,0.0,0.0,0.0,0.0,0.0
2022 Tour of Bulgaria Stage 1.gpx,https://www.komoot.com/tour/2984441060,85.8,1.3,0.669,1.15,0.0,0.0,0.0,0.0,164.0,0.433,0.0,0.131,78.5,0.0,0.0,0.0
2022 Tour of Bulgaria Stage 2.gpx,https://www.komoot.com/tour/2984442310,89.1,0.0,0.561,0.281,0.188,0.0,0.0,0.281,102.0,5.47,0.188,0.0,17.6,0.0,0.0,0.0
2022 Tour of Estonia Prologue.gpx,https://www.komoot.com/tour/2984443564,0.0,0.785,1.23,0.229,0.974,0.222,0.0,0.249,2.57,0.445,0.0,0.0,0.0,0.0,0.191,0.0
2022 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2984445234,186.0,0.0,4.48,0.371,0.0,0.319,0.0,0.0,189.0,1.88,0.325,0.981,2.09,0.0,0.0,0.0
2022 Tour of Estonia Stage 2.gpx,https://www.komoot.com/tour/2984448661,69.8,9.19,76.5,4.54,5.14,3.89,0.0,0.0,127.0,19.9,12.8,0.0,0.0,0.0,0.0,0.0
2022 Tour of Iran (Azarbaijan) Stage 1.gpx,https://www.komoot.com/tour/2984450501,4.59,0.0,1.49,85.3,0.0,84.2,0.0,0.0,67.9,0.254,0.0,0.414,63.5,0.0,0.0,0.0
2022 Tour of Iran (Azarbaijan) Stage 2.gpx,https://www.komoot.com/tour/2984452046,2.45,0.0,0.0,25.5,2.0,25.5,0.0,0.0,119.0,0.0,0.0,2.03,117.0,0.0,0.0,0.0
2022 Tour of Iran (Azarbaijan) Stage 3.gpx,https://www.komoot.com/tour/2984453489,0.0,0.0,0.0,4.58,0.0,5.29,0.0,0.0,184.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0
2022 Tour of Iran (Azarbaijan) Stage 4.gpx,https://www.komoot.com/tour/2984455188,5.22,0.0,0.181,0.37,0.37,0.0,0.0,0.0,194.0,0.266,3.04,0.0,192.0,0.0,0.0,0.0
2022 Tour of Iran (Azarbaijan) Stage 5.gpx,https://www.komoot.com/tour/2984457177,0.793,0.0,0.0,1.73,0.0,2.08,0.0,0.0,89.4,0.0,0.0,0.0,88.6,0.0,0.0,0.0
2022 Tour of Japan Stage 1.gpx,https://www.komoot.com/tour/2984458571,87.1,0.0,0.236,0.236,0.0,0.0,0.0,0.0,106.0,10.8,0.0,0.0,29.9,0.0,0.0,0.0
2022 Tour of Japan Stage 2.gpx,https://www.komoot.com/tour/2984459893,75.4,0.0,0.109,2.27,0.0,2.71,0.0,0.0,71.8,4.11,0.0,0.0,0.443,0.0,0.0,0.0
2022 Tour of Japan Stage 3.gpx,https://www.komoot.com/tour/2984461308,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
2022 Tour of Japan Stage 4.gpx,https://www.komoot.com/tour/2984463357,30.9,0.0,0.0,0.0,3.6,0.0,0.0,0.0,107.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0
2022 Tour of Leuven - Memorial Jef Scherens.gpx,https://www.komoot.com/tour/2984465626,62.8,56.7,58.9,3.26,2.44,3.25,0.0,0.0,123.0,59.7,13.7,0.0,5.37,0.0,0.0,0.0
2022 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2984467611,126.0,0.0,2.55,0.29,2.14,0.0,0.0,0.0,121.0,6.8,2.17,0.0,0.0,0.0,0.0,0.0
2022 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2984469141,136.0,0.0,3.72,0.107,0.158,0.0,0.0,0.0,143.0,0.461,0.0,0.0,3.83,0.0,0.0,0.0
2022 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2984470392,118.0,0.691,3.96,0.278,0.5,0.176,0.0,0.0,118.0,4.47,0.246,0.345,0.0,0.0,0.0,0.0
2022 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2984472377,29.5,3.61,1.92,37.1,2.21,35.9,0.637,0.127,134.0,4.57,0.0,1.23,103.0,0.0,0.0,0.0
2022 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2984474081,0.844,3.51,1.24,12.6,0.278,11.7,0.264,0.0,111.0,0.255,0.0,0.264,107.0,0.0,0.0,0.0
2022 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2984475753,56.2,0.288,0.313,5.44,1.52,5.33,0.0,0.0,169.0,1.68,0.0,0.0,112.0,0.0,0.0,0.0
2022 Tour of Norway Stage 4.gpx,https://www.komoot.com/tour/2984477554,19.7,6.89,5.21,0.989,1.18,0.0,0.0,0.0,222.0,9.22,0.0,0.0,200.0,0.0,0.0,0.0
2022 Tour of Norway Stage 5.gpx,https://www.komoot.com/tour/2984479189,63.8,7.99,2.77,0.25,0.0,0.25,0.0,0.0,179.0,2.61,0.0,0.0,107.0,0.0,0.0,0.0
2022 Tour of Norway Stage 6.gpx,https://www.komoot.com/tour/2984481555,42.8,12.2,2.75,10.2,0.846,9.77,0.74,0.0,137.0,1.28,1.37,0.251,81.2,0.0,0.0,0.0
2022 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2984483217,40.0,0.0,0.63,3.32,0.0,3.03,0.0,0.0,136.0,0.34,0.0,0.0,95.9,0.0,0.0,0.0
2022 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2984484963,38.9,0.0,1.99,1.39,0.0,1.39,0.0,0.0,164.0,1.98,0.0,0.0,125.0,0.0,0.0,0.0
2022 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2984486856,44.4,0.0,2.54,8.06,0.0,8.06,0.0,0.0,172.0,2.61,0.0,0.275,128.0,0.0,0.0,0.0
2022 Tour of Oman Stage 4.gpx,https://www.komoot.com/tour/2984488530,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.13,0.0,0.0,83.4,0.0,0.0,0.0
2022 Tour of Oman Stage 5.gpx,https://www.komoot.com/tour/2984489694,104.0,0.7,0.0,0.0,0.0,1.53,0.0,0.0,150.0,0.0,0.0,0.0,45.1,0.0,0.0,0.0
2022 Tour of Oman Stage 6.gpx,https://www.komoot.com/tour/2984491322,44.2,0.0,0.0,33.4,0.0,33.4,0.0,0.2,89.0,12.7,0.0,0.0,57.3,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2984492559,16.7,0.0,1.68,80.0,1.11,77.2,0.0,0.0,33.4,0.0,0.0,0.0,16.7,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2984493924,10.9,0.0,4.93,143.0,0.322,141.0,0.0,0.0,10.9,6.48,0.0,0.0,3.18,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2984495361,3.9,0.0,0.429,128.0,0.0,128.0,0.0,0.0,12.3,0.429,0.0,0.0,8.4,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2984496643,4.66,0.0,6.85,136.0,0.0,129.0,0.0,0.0,10.4,0.283,0.0,0.0,6.0,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2984497865,0.424,30.9,0.0,96.9,0.0,96.9,0.0,0.0,43.3,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2984499188,0.396,0.0,0.389,124.0,0.0,124.0,0.0,0.0,22.4,0.0,0.0,0.0,22.0,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2984500452,0.0,0.0,0.722,57.5,0.0,64.9,0.0,0.0,36.3,0.722,0.0,0.0,36.3,0.0,0.0,0.0
2022 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2984501646,12.5,0.0,6.92,121.0,0.584,113.0,0.0,0.0,14.0,0.197,0.0,0.0,1.74,0.0,0.0,0.0
2022 Tour of Sakarya Stage 1.gpx,https://www.komoot.com/tour/2984503285,67.4,1.49,2.68,1.62,0.0,1.62,0.0,0.0,99.5,4.12,0.0,0.0,32.0,0.0,0.0,0.0
2022 Tour of Sakarya Stage 2.gpx,https://www.komoot.com/tour/2984504708,121.0,1.03,3.06,2.57,0.0,2.57,0.0,0.0,145.0,5.54,0.0,0.0,24.7,0.0,0.0,0.0
2022 Tour of Sakarya Stage 3.gpx,https://www.komoot.com/tour/2984506367,62.4,1.23,0.494,1.13,0.0,1.13,0.0,0.0,110.0,1.72,0.0,0.0,47.2,0.0,0.0,0.0
2022 Tour of Sakarya Stage 4.gpx,https://www.komoot.com/tour/2984508010,89.8,0.398,0.482,0.722,0.0,0.987,0.0,0.0,151.0,3.34,0.0,0.0,63.3,0.0,0.0,0.0
2022 Tour of Sharjah Stage 1.gpx,https://www.komoot.com/tour/2984509457,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour of Sharjah Stage 2.gpx,https://www.komoot.com/tour/2984510869,19.2,0.0,1.45,43.9,1.18,44.2,0.0,0.0,39.4,10.9,0.0,1.14,30.0,0.0,0.0,0.0
2022 Tour of Sharjah Stage 3.gpx,https://www.komoot.com/tour/2984512783,54.0,0.0,10.5,32.9,5.9,24.9,0.0,0.0,42.9,33.4,0.0,0.0,13.7,0.0,0.0,0.0
2022 Tour of Sharjah Stage 4.gpx,https://www.komoot.com/tour/2984514282,3.43,0.0,1.88,46.2,0.0,50.6,0.0,0.0,69.1,2.24,0.0,0.0,67.5,0.0,0.0,0.0
2022 Tour of Sharjah Stage 5.gpx,https://www.komoot.com/tour/2984515457,7.53,0.0,0.665,87.3,0.209,86.6,0.0,0.0,15.2,0.554,0.0,0.209,8.26,0.0,0.0,0.0
2022 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2984516994,90.3,3.48,0.398,0.435,0.0,0.0,0.0,0.0,162.0,1.93,0.0,0.0,70.2,0.0,0.0,0.0
2022 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2984519349,125.0,11.9,7.11,0.553,0.509,0.505,0.0,0.0,167.0,5.76,0.0,0.246,29.0,0.0,0.0,0.0
2022 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2984521423,121.0,9.29,6.56,0.781,0.768,0.503,0.0,0.0,122.0,21.3,0.198,0.0,4.49,0.0,0.0,0.0
2022 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2984523373,129.0,3.82,3.55,0.398,0.0,0.398,0.0,0.0,135.0,17.5,0.0,0.0,16.6,0.0,0.885,0.0
2022 Tour of Slovenia Stage 5.gpx,https://www.komoot.com/tour/2984525637,118.0,25.2,2.32,0.743,0.974,0.474,0.0,0.159,143.0,12.8,0.691,0.15,6.78,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 1.gpx,https://www.komoot.com/tour/2984527180,51.1,4.15,2.72,2.63,0.0,0.0,0.0,0.0,76.8,13.2,0.0,0.0,34.7,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 2.gpx,https://www.komoot.com/tour/2984528831,64.9,4.77,2.62,0.783,0.0,0.708,0.0,0.133,158.0,1.22,0.151,0.0,86.9,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 3.gpx,https://www.komoot.com/tour/2984530426,25.4,0.0,4.47,0.0,0.0,0.0,0.0,0.0,123.0,3.83,9.74,0.0,107.0,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 4.gpx,https://www.komoot.com/tour/2984531707,88.0,0.165,0.0,0.0,0.352,0.0,0.0,0.0,143.0,0.517,0.0,0.0,55.2,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 5.gpx,https://www.komoot.com/tour/2984533506,75.3,3.08,4.46,0.61,0.877,0.0,0.0,1.18,138.0,9.0,3.02,0.0,62.0,0.0,0.0,0.0
2022 Tour of the Alps Stage 1.gpx,https://www.komoot.com/tour/2984535351,126.0,1.29,6.77,13.9,2.7,14.6,0.225,0.411,135.0,9.24,1.2,2.5,10.5,0.0,0.0,0.0
2022 Tour of the Alps Stage 2.gpx,https://www.komoot.com/tour/2984536900,40.6,2.54,0.154,1.36,0.202,1.25,0.0,0.0,131.0,21.6,0.334,0.0,110.0,0.0,0.0,0.0
2022 Tour of the Alps Stage 3.gpx,https://www.komoot.com/tour/2984538827,95.9,6.35,0.611,1.67,0.0,1.38,0.138,0.0,152.0,1.43,0.125,0.0,50.6,0.0,0.0,0.0
2022 Tour of the Alps Stage 4.gpx,https://www.komoot.com/tour/2984540391,30.6,1.19,0.464,0.0,0.0,0.0,0.0,0.0,141.0,1.58,0.0,0.0,111.0,0.0,0.0,0.0
2022 Tour of the Alps Stage 5.gpx,https://www.komoot.com/tour/2984542020,73.2,0.0,6.28,1.83,0.0,0.0,0.0,0.0,111.0,1.66,0.0,0.0,34.6,0.0,0.0,0.0
2022 Tour of the Gila Stage 1.gpx,https://www.komoot.com/tour/2984543514,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,11.0,0.0,0.0,117.0,0.0,0.0,0.0
2022 Tour of the Gila Stage 2.gpx,https://www.komoot.com/tour/2984545079,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0
2022 Tour of the Gila Stage 3.gpx,https://www.komoot.com/tour/2984546371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,25.8,0.0,0.0,0.0
2022 Tour of the Gila Stage 4.gpx,https://www.komoot.com/tour/2984547766,56.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,56.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour of the Gila Stage 5.gpx,https://www.komoot.com/tour/2984549244,153.0,0.0,0.864,0.0,0.0,0.0,0.0,0.0,136.0,26.2,0.0,0.0,8.39,0.0,0.0,0.0
2022 Tre Valli Varesine.gpx,https://www.komoot.com/tour/2984551389,110.0,15.9,31.4,0.243,0.277,0.0,0.1,0.851,182.0,6.85,0.851,0.0,31.7,0.0,0.0,0.0
2022 Tro-Bro Leon.gpx,https://www.komoot.com/tour/2984553001,165.0,9.27,4.78,2.07,23.6,1.86,0.364,0.167,141.0,46.0,0.0,19.5,4.6,0.0,1.07,0.0
2022 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2984554524,91.6,0.417,0.417,0.0,0.0,0.0,0.0,0.0,149.0,0.684,0.0,0.0,57.1,0.0,0.0,0.0
2022 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2984555839,109.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,153.0,0.001,0.0,0.0,42.6,0.0,0.0,0.0
2022 Trofeo Alcide Degasperi.gpx,https://www.komoot.com/tour/2984557711,127.0,6.49,1.46,15.9,1.18,15.7,0.0,0.0,149.0,0.0,0.263,0.46,14.4,0.0,0.0,0.0
2022 Trofeo Alcudia - Port d'Alcudia.gpx,https://www.komoot.com/tour/2984559387,71.7,19.0,0.627,0.171,0.394,0.0,0.0,0.0,171.0,2.19,0.0,0.0,82.0,0.0,0.0,0.0
2022 Trofeo Calvia.gpx,https://www.komoot.com/tour/2984560909,144.0,5.09,0.424,0.0,0.0,0.173,0.0,0.0,154.0,0.271,0.0,0.0,5.06,0.0,0.0,0.0
2022 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2984565757,117.0,7.46,8.08,1.22,0.0,1.76,0.0,0.0,182.0,19.1,0.0,0.0,68.1,0.0,0.0,0.0
2022 Trofeo Playa de Palma - Palma.gpx,https://www.komoot.com/tour/2984568243,85.2,12.3,3.59,1.62,1.36,1.33,0.0,0.0,157.0,8.46,0.981,0.0,64.4,0.0,0.0,0.0
2022 Trofeo Pollenca - Port d'Andratx.gpx,https://www.komoot.com/tour/2984570029,131.0,20.5,4.7,0.0,0.131,0.0,0.0,0.0,165.0,2.72,0.0,0.146,12.2,0.0,0.0,0.0
2022 Trofeo Serra de Tramuntana (Lloseta).gpx,https://www.komoot.com/tour/2984572157,138.0,4.19,1.12,0.0,0.502,0.173,0.0,0.0,158.0,0.603,0.0,0.0,15.6,0.0,0.0,0.0
2022 Turul Romaniei Prologue.gpx,https://www.komoot.com/tour/2984573528,1.28,0.0,0.314,0.475,0.0,0.472,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2984574965,153.0,0.249,0.38,0.189,0.0,0.189,0.0,0.0,204.0,0.249,0.0,0.0,50.7,0.0,0.0,0.0
2022 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2984576588,78.4,0.0,0.0,0.0,0.906,0.0,0.0,0.0,163.0,0.0,0.812,0.0,84.9,0.0,0.0,0.0
2022 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2984577716,147.0,0.0,0.285,0.285,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0
2022 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2984579346,58.9,1.42,0.0,0.395,0.19,0.231,0.0,0.0,207.0,1.42,0.0,0.0,148.0,0.0,0.0,0.0
2022 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2984581320,0.0,36.2,1.05,0.0,0.3,0.0,0.0,0.0,93.4,0.0,2.74,0.0,58.5,0.0,0.0,0.0
2022 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2984582789,60.1,1.24,3.15,111.0,3.43,107.0,0.0,0.0,62.0,12.9,0.0,0.0,11.4,0.0,0.0,0.0
2022 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2984585593,98.7,4.73,2.8,39.5,5.55,38.7,0.0,0.0,124.0,10.7,2.29,0.0,26.3,0.0,0.0,0.0
2022 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2984586630,8.55,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.438,8.31,0.0,0.0,0.0,0.0,0.0,0.0
2022 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2984588167,50.2,0.0,5.76,79.2,2.09,76.6,0.0,0.202,87.3,15.1,0.0,0.734,47.6,0.0,0.0,0.0
2022 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2984590249,38.8,0.0,1.36,112.0,0.11,111.0,1.15,0.0,67.3,2.42,0.0,1.15,30.4,0.0,0.0,0.0
2022 UAE Tour Stage 6.gpx,https://www.komoot.com/tour/2984593464,57.7,0.623,3.18,47.0,2.8,44.9,0.0,0.0,123.0,0.796,10.8,0.0,72.2,0.0,0.0,0.0
2022 UAE Tour Stage 7.gpx,https://www.komoot.com/tour/2984594997,33.6,0.0,1.39,52.3,0.11,51.6,0.0,0.0,93.2,3.12,0.0,0.0,61.9,0.0,0.0,0.0
2022 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2984596433,25.8,1.75,4.06,1.25,0.301,0.0,0.0,0.0,11.9,21.4,0.0,0.0,2.68,0.0,0.0,0.0
2022 UCI Road World Championships.gpx,https://www.komoot.com/tour/2984598515,121.0,3.57,32.5,7.71,2.61,0.0,0.0,0.0,59.1,104.0,0.0,0.0,11.9,0.0,0.0,0.0
2022 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2984599816,19.6,0.0,2.28,0.0,0.0,0.0,0.0,0.0,21.0,0.883,0.0,0.0,0.0,0.0,0.0,0.0
2022 UEC European Championships.gpx,https://www.komoot.com/tour/2984601413,103.0,0.263,13.8,0.0,0.0,0.0,0.0,0.0,128.0,1.6,0.458,0.0,13.8,0.0,0.0,0.0
