fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km
2018 Tour du Faso Stage 8.gpx,https://www.komoot.com/tour/2970877484,2.6,165.0,0.752,0.0,3.64,0.0,165.0,2.34,0.0,3.64,4.56,5.54,0.0,0.0,0.0
2018 Tour du Faso Stage 9.gpx,https://www.komoot.com/tour/2970878941,0.916,89.4,0.339,0.0,0.0,0.0,87.7,0.0,0.0,0.124,0.0,2.85,0.0,0.0,0.0
2018 Tour du Finistere.gpx,https://www.komoot.com/tour/2970882790,146.0,28.8,3.98,11.8,0.0,0.0,179.0,11.2,0.0,0.0,0.357,0.0,0.0,0.0,0.0
2018 Tour du Gevaudan Occitanie.gpx,https://www.komoot.com/tour/2970884045,96.7,53.8,0.0,0.0,0.0,0.0,146.0,4.14,0.0,0.0,0.16,0.16,0.0,0.0,0.0
2018 Tour du Jura Cycliste Stage 1.gpx,https://www.komoot.com/tour/2970885131,124.0,35.1,2.09,0.0,0.0,0.0,148.0,12.2,0.24,0.594,1.94,1.94,0.0,0.0,0.0
2018 Tour du Jura Cycliste Stage 2.gpx,https://www.komoot.com/tour/2970886082,143.0,14.2,3.66,1.15,0.0,0.0,151.0,11.0,0.0,0.0,0.264,0.181,0.0,0.0,0.0
2018 Tour du Loir et Cher E Provost Stage 1.gpx,https://www.komoot.com/tour/2970887795,162.0,13.0,6.14,0.683,0.262,0.0,165.0,17.2,0.0,0.262,0.441,0.441,0.0,0.0,0.0
2018 Tour du Loir et Cher E Provost Stage 2.gpx,https://www.komoot.com/tour/2970888915,179.0,18.2,3.97,0.187,0.0,0.0,196.0,5.55,0.0,0.28,0.28,0.0,0.0,0.0,0.0
2018 Grote Prijs Jef Scherens - Rondom Leuven.gpx,https://www.komoot.com/tour/2971402293,7.02,6.07,43.4,88.3,14.4,0.0,119.0,37.1,20.5,14.3,2.57,0.0,0.0,0.0,0.0
2018 Horizon Park Race Maidan.gpx,https://www.komoot.com/tour/2971403536,5.09,96.3,1.48,7.15,4.79,0.0,104.0,6.92,0.0,5.76,1.49,0.0,0.0,0.0,0.0
2018 Schaal Sels Merksem.gpx,https://www.komoot.com/tour/2971404250,10.2,0.0,21.8,120.0,0.0,0.0,79.3,97.8,11.8,0.625,1.7,0.0,0.0,0.0,0.0
2018 Tour du Loir et Cher E Provost Stage 3.gpx,https://www.komoot.com/tour/2971405533,166.0,2.96,6.27,0.401,0.0,0.0,154.0,22.3,0.0,0.0,1.59,1.59,0.0,0.0,0.0
2018 Tour du Loir et Cher E Provost Stage 4.gpx,https://www.komoot.com/tour/2971405966,118.0,11.3,13.0,2.95,0.0,0.0,115.0,30.7,0.0,0.0,0.52,0.52,0.0,0.0,0.0
2018 Tour du Loir et Cher E Provost Stage 5.gpx,https://www.komoot.com/tour/2971406797,43.7,14.6,14.2,22.4,0.0,0.0,95.0,0.0,2.18,0.0,2.37,0.0,0.0,0.0,0.0
2018 Tour du Maroc Stage 1.gpx,https://www.komoot.com/tour/2971407311,16.0,115.0,0.451,0.0,10.3,0.0,132.0,0.557,0.0,10.5,1.71,0.199,0.0,0.0,0.0
2018 Tour du Maroc Stage 10.gpx,https://www.komoot.com/tour/2971407947,14.2,108.0,0.694,0.0,0.644,0.0,123.0,1.79,0.0,1.51,2.74,0.0,0.0,0.0,0.0
2018 Tour du Maroc Stage 2.gpx,https://www.komoot.com/tour/2971408414,0.0,161.0,0.443,0.0,0.573,0.0,161.0,0.343,0.0,0.673,0.242,0.109,0.0,0.0,0.0
2018 Tour du Maroc Stage 3.gpx,https://www.komoot.com/tour/2971408884,0.0,172.0,0.297,6.59,10.9,0.0,178.0,0.297,0.0,0.317,0.0,0.0,0.0,0.0,0.0
2018 Tour du Maroc Stage 4.gpx,https://www.komoot.com/tour/2971409284,4.45,169.0,4.11,2.12,12.1,0.0,175.0,1.46,0.0,14.4,1.19,1.58,0.0,0.0,0.0
2018 Tour du Maroc Stage 5.gpx,https://www.komoot.com/tour/2971409535,10.7,111.0,1.26,25.9,6.74,0.0,148.0,1.62,0.0,7.07,3.33,1.35,0.0,0.0,0.0
2018 Tour du Maroc Stage 6.gpx,https://www.komoot.com/tour/2971409832,42.0,153.0,0.367,6.48,1.47,0.0,202.0,0.0,0.0,1.58,0.511,0.511,0.0,0.0,0.0
2018 Tour du Maroc Stage 7.gpx,https://www.komoot.com/tour/2971410217,87.6,32.3,0.241,0.0,0.0,0.0,110.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour du Maroc Stage 8.gpx,https://www.komoot.com/tour/2971410598,0.941,201.0,0.124,0.0,0.743,0.0,202.0,0.124,0.0,0.992,0.249,0.0,0.0,0.0,0.0
2018 Tour du Maroc Stage 9.gpx,https://www.komoot.com/tour/2971411002,23.7,127.0,0.341,0.0,0.0,0.0,151.0,0.173,0.0,0.168,0.0,0.0,0.0,0.0,0.0
2018 Tour du Rwanda Stage 1.gpx,https://www.komoot.com/tour/2971411284,0.0,104.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour du Rwanda Stage 2.gpx,https://www.komoot.com/tour/2971411536,0.0,118.0,1.96,0.0,0.287,0.0,17.3,103.0,0.0,0.287,0.0,0.101,0.101,0.0,0.0
2018 Tour du Rwanda Stage 3.gpx,https://www.komoot.com/tour/2971411832,3.45,186.0,3.15,0.0,9.76,0.0,36.0,153.0,0.0,9.81,0.0,4.04,0.509,0.0,0.0
2018 Tour du Rwanda Stage 4.gpx,https://www.komoot.com/tour/2971412145,13.6,123.0,0.973,0.0,4.21,0.241,133.0,1.52,0.0,4.33,0.125,2.82,0.134,0.193,0.0
2018 Tour du Rwanda Stage 5.gpx,https://www.komoot.com/tour/2971412427,7.97,87.7,0.706,0.0,6.26,0.161,91.9,2.1,0.0,6.39,0.0,2.76,0.487,0.169,0.0
2018 Tour du Rwanda Stage 6.gpx,https://www.komoot.com/tour/2971412712,15.6,67.1,11.8,0.0,13.1,0.0,66.5,14.9,0.874,13.2,0.0,12.4,0.131,0.0,0.0
2018 Tour du Rwanda Stage 7.gpx,https://www.komoot.com/tour/2971413042,16.9,81.4,0.262,0.0,8.52,0.0,10.3,88.1,0.0,8.26,0.47,0.442,0.0,0.0,0.0
2018 Tour du Rwanda Stage 8.gpx,https://www.komoot.com/tour/2971413383,62.8,5.49,1.2,9.94,2.46,0.0,31.8,47.6,0.0,2.23,0.0,0.0,0.0,0.0,0.0
2018 Tour du Senegal Stage 2.gpx,https://www.komoot.com/tour/2971413726,0.163,181.0,0.723,0.0,0.0,0.0,181.0,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour du Senegal Stage 3.gpx,https://www.komoot.com/tour/2971413962,0.724,147.0,0.416,0.0,0.0,0.0,148.0,0.416,0.0,0.0,0.0,0.325,0.0,0.0,0.0
2018 Tour du Senegal Stage 4.gpx,https://www.komoot.com/tour/2971414592,0.0,106.0,0.0,0.0,2.59,0.0,106.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0
2018 Tour du Senegal Stage 5.gpx,https://www.komoot.com/tour/2971415108,40.7,117.0,0.746,0.0,0.16,0.0,158.0,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour du Senegal Stage 6.gpx,https://www.komoot.com/tour/2971415378,82.6,32.2,0.0,0.0,0.125,0.0,113.0,0.0,0.0,0.125,0.0,1.49,0.0,0.0,0.0
2018 Tour du Senegal Stage 7.gpx,https://www.komoot.com/tour/2971415679,28.5,110.0,0.343,0.0,0.227,0.0,139.0,0.408,0.0,0.227,0.0,0.0,0.0,0.0,0.0
2018 Tour du Senegal Stage 8.gpx,https://www.komoot.com/tour/2971416205,0.0,104.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Albania Stage 1.gpx,https://www.komoot.com/tour/2971416563,15.5,123.0,2.97,1.33,22.0,0.108,138.0,1.56,0.917,23.2,0.525,1.92,0.132,0.0,0.0
2018 Tour of Albania Stage 2.gpx,https://www.komoot.com/tour/2971416857,10.8,180.0,1.3,1.42,1.36,0.143,191.0,1.2,0.604,1.56,0.115,0.413,0.0,0.0,0.0
2018 Tour of Albania Stage 3.gpx,https://www.komoot.com/tour/2971417148,8.36,149.0,0.985,1.23,15.5,0.0,157.0,1.26,0.0,11.8,1.08,0.841,0.0,0.0,0.0
2018 Tour of Albania Stage 4.gpx,https://www.komoot.com/tour/2971417535,26.2,94.0,0.337,1.31,0.825,0.0,118.0,3.82,0.591,0.981,0.288,0.0,0.0,0.0,0.0
2018 Tour of Albania Stage 5.gpx,https://www.komoot.com/tour/2971417858,33.5,125.0,0.672,0.0,2.78,0.23,155.0,3.27,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Antalya Stage 1.gpx,https://www.komoot.com/tour/2971419546,30.9,124.0,0.105,0.0,0.0,0.0,155.0,0.0,0.188,0.0,0.188,0.0,0.0,0.0,0.0
2018 Tour of Antalya Stage 2.gpx,https://www.komoot.com/tour/2971419894,57.6,56.1,1.49,0.0,3.38,0.0,114.0,0.845,0.0,2.18,0.0,0.0,0.0,0.0,0.0
2018 Tour of Antalya Stage 3.gpx,https://www.komoot.com/tour/2971420166,27.5,1.88,2.99,0.0,0.409,0.0,28.6,3.86,0.0,0.409,0.0,0.0,0.0,0.0,0.0
2018 Tour of Antalya Stage 4.gpx,https://www.komoot.com/tour/2971420523,79.5,62.3,1.5,0.0,0.844,0.0,140.0,3.3,0.417,1.26,0.492,0.0,0.0,0.0,0.0
2018 Tour of Bihor-Bellotto Stage 1.gpx,https://www.komoot.com/tour/2971420881,83.1,95.5,1.21,0.0,0.405,0.0,179.0,0.15,0.0,0.528,0.0,0.0,0.0,0.0,0.0
2018 Tour of Black Sea Stage 1.gpx,https://www.komoot.com/tour/2971421179,46.3,37.5,0.517,0.0,0.283,0.0,83.8,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Black Sea Stage 2.gpx,https://www.komoot.com/tour/2971421729,1.7,204.0,0.425,0.0,4.99,0.0,203.0,2.39,0.0,5.42,0.0,0.0,0.0,0.0,0.0
2018 Tour of Black Sea Stage 3.gpx,https://www.komoot.com/tour/2971422113,1.74,204.0,0.477,0.0,1.11,0.0,206.0,0.477,0.0,1.11,0.0,0.0,0.0,0.0,0.0
2018 Tour of Cappadocia Stage 1.gpx,https://www.komoot.com/tour/2971423443,58.3,53.1,0.0,0.0,0.0,0.0,111.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Cappadocia Stage 2.gpx,https://www.komoot.com/tour/2971423649,30.2,96.5,0.362,0.0,3.84,0.0,127.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0
2018 Tour of Cappadocia Stage 3.gpx,https://www.komoot.com/tour/2971424014,12.8,97.5,3.56,0.0,0.843,0.0,110.0,0.658,0.0,3.6,0.0,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 1.gpx,https://www.komoot.com/tour/2971424251,3.46,10.5,1.95,0.193,70.6,0.0,10.7,5.41,0.0,71.3,0.615,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 2.gpx,https://www.komoot.com/tour/2971424493,2.42,10.5,0.0,0.0,120.0,0.0,12.6,0.423,0.0,120.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 3.gpx,https://www.komoot.com/tour/2971424702,53.0,91.1,1.61,0.0,6.77,0.0,142.0,3.27,0.0,6.77,0.0,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 4.gpx,https://www.komoot.com/tour/2971424942,5.11,55.2,1.86,0.0,19.2,0.0,59.1,3.06,0.0,19.2,0.0,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 5.gpx,https://www.komoot.com/tour/2971425189,18.9,11.2,39.8,0.877,40.1,0.0,32.7,35.8,0.0,43.1,0.942,0.125,0.0,0.0,0.0
2018 Tour of China I Stage 6.gpx,https://www.komoot.com/tour/2971425417,27.9,41.6,3.7,0.0,36.2,0.0,58.7,14.6,0.0,36.2,0.0,0.0,0.0,0.0,0.0
2018 Tour of China I Stage 7.gpx,https://www.komoot.com/tour/2971425617,1.59,0.0,0.0,0.0,106.0,0.0,1.02,0.566,0.0,106.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Prologue.gpx,https://www.komoot.com/tour/2971425838,0.0,0.0,0.139,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Stage 1.gpx,https://www.komoot.com/tour/2971426034,0.976,0.74,0.0,0.0,101.0,0.0,1.72,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Stage 2.gpx,https://www.komoot.com/tour/2971426316,38.7,77.9,0.0,0.0,2.47,0.0,109.0,7.6,0.0,2.21,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Stage 3.gpx,https://www.komoot.com/tour/2971426743,0.0,0.0,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Stage 4.gpx,https://www.komoot.com/tour/2971427870,0.416,0.0,0.433,0.0,20.6,0.0,0.155,0.694,0.0,20.6,0.0,0.0,0.0,0.0,0.0
2018 Tour of China II Stage 5.gpx,https://www.komoot.com/tour/2971428188,2.35,0.595,1.16,0.0,128.0,0.0,1.45,1.97,0.0,129.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2971428503,191.0,4.56,3.39,0.206,0.0,0.0,197.0,1.91,0.0,0.0,0.22,0.0,0.0,0.0,0.0
2018 Tour of Fuzhou Stage 1.gpx,https://www.komoot.com/tour/2971429437,14.1,0.831,2.71,0.102,86.6,0.0,14.9,0.706,0.0,92.3,6.49,0.0,0.0,0.0,0.0
2018 Tour of Fuzhou Stage 2.gpx,https://www.komoot.com/tour/2971429849,1.24,3.29,0.886,0.0,112.0,0.0,4.04,1.38,0.0,112.0,1.17,1.28,0.234,0.0,0.0
2018 Tour of Fuzhou Stage 3.gpx,https://www.komoot.com/tour/2971430115,5.98,0.584,1.58,0.0,87.9,0.0,3.42,4.06,0.0,88.6,0.0,0.0,0.0,0.0,0.0
2018 Tour of Fuzhou Stage 5.gpx,https://www.komoot.com/tour/2971430443,0.634,2.56,0.0,0.0,131.0,0.0,3.19,0.0,0.0,132.0,1.68,0.517,0.517,0.0,0.0
2018 Tour of Guangxi Stage 1.gpx,https://www.komoot.com/tour/2971430666,6.43,5.18,2.39,0.0,95.4,0.0,10.5,3.18,0.0,95.8,0.0,0.0,0.0,0.0,0.0
2018 Tour of Guangxi Stage 2.gpx,https://www.komoot.com/tour/2971430909,0.721,3.33,3.28,0.0,136.0,0.0,3.79,3.13,0.0,137.0,0.0,0.452,0.452,0.0,0.0
2018 Tour of Guangxi Stage 3.gpx,https://www.komoot.com/tour/2971431174,7.91,0.154,5.33,0.79,110.0,0.141,7.22,7.99,0.0,115.0,5.49,0.424,0.96,0.0,0.0
2018 Tour of Guangxi Stage 4.gpx,https://www.komoot.com/tour/2971431497,2.04,4.91,1.31,0.0,143.0,0.0,6.06,1.85,0.0,144.0,0.393,0.0,0.0,0.0,0.0
2018 Tour of Guangxi Stage 5.gpx,https://www.komoot.com/tour/2971431854,5.61,2.4,2.87,0.0,209.0,0.0,3.97,5.87,0.0,210.0,0.127,0.0,0.0,0.0,0.0
2018 Tour of Guangxi Stage 6.gpx,https://www.komoot.com/tour/2971432265,3.07,3.24,4.4,1.26,162.0,0.0,5.03,3.68,0.0,166.0,1.38,0.957,0.19,0.0,0.0
2018 Tour of Hainan Stage 1.gpx,https://www.komoot.com/tour/2971432442,0.0,0.0,0.0,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Hainan Stage 2.gpx,https://www.komoot.com/tour/2971432605,1.22,0.0,0.242,0.0,136.0,0.0,0.858,0.586,0.0,136.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Hainan Stage 3.gpx,https://www.komoot.com/tour/2971433007,7.37,3.1,3.91,0.152,217.0,0.0,10.2,4.34,0.0,218.0,0.495,0.0,0.0,0.0,0.0
2018 Tour of Hainan Stage 4.gpx,https://www.komoot.com/tour/2971433243,5.78,2.96,1.37,0.0,136.0,0.0,5.22,4.52,0.0,137.0,0.634,0.207,0.207,0.0,0.0
2018 Tour of Hainan Stage 5.gpx,https://www.komoot.com/tour/2971433438,2.61,3.26,1.19,0.0,170.0,0.0,4.07,2.98,0.0,170.0,0.745,0.192,0.0,0.0,0.0
2018 Tour of Hainan Stage 6.gpx,https://www.komoot.com/tour/2971433735,6.37,1.69,1.21,0.0,183.0,0.0,5.16,3.81,0.0,184.0,0.673,0.233,0.0,0.0,0.0
2018 Tour of Hainan Stage 7.gpx,https://www.komoot.com/tour/2971433925,3.66,1.24,0.909,0.0,122.0,0.0,3.37,1.56,0.0,123.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Hainan Stage 8.gpx,https://www.komoot.com/tour/2971434238,7.51,1.72,0.518,0.0,182.0,0.0,8.39,1.36,0.0,182.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Hainan Stage 9.gpx,https://www.komoot.com/tour/2971434398,0.986,0.789,3.47,0.0,179.0,0.0,0.789,4.51,0.0,179.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 1.gpx,https://www.komoot.com/tour/2971434600,3.91,63.1,1.4,0.0,81.2,0.0,66.8,0.182,0.0,82.1,0.0,0.454,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 2.gpx,https://www.komoot.com/tour/2971434789,0.605,207.0,0.227,0.0,2.02,0.0,207.0,0.105,0.0,2.14,0.0,0.0,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 3.gpx,https://www.komoot.com/tour/2971435028,2.51,130.0,0.0,0.0,15.2,0.0,133.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 4.gpx,https://www.komoot.com/tour/2971435216,8.76,180.0,0.71,0.0,5.6,1.15,189.0,0.71,0.0,6.48,0.0,0.0,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 5.gpx,https://www.komoot.com/tour/2971435404,5.0,192.0,0.0,0.0,1.19,0.0,194.0,0.0,3.04,1.29,0.371,0.0,0.0,0.0,0.0
2018 Tour of Iran (Azarbaijan) Stage 6.gpx,https://www.komoot.com/tour/2971435679,1.15,89.6,0.0,0.0,1.63,0.0,90.8,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0
2018 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2971435985,118.0,0.503,7.4,2.11,0.0,0.0,126.0,1.53,0.45,0.109,0.543,0.114,0.0,0.0,0.0
2018 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2971436156,66.1,5.16,29.9,0.211,0.0,0.0,85.2,16.2,0.168,0.256,0.381,0.0,0.0,0.0,0.0
2018 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2971436400,149.0,2.13,1.24,2.75,0.176,0.0,153.0,1.76,0.18,0.276,0.283,0.283,0.0,0.0,0.0
2018 Tour of Mediterranean Stage 1.gpx,https://www.komoot.com/tour/2971436762,5.28,190.0,1.15,0.0,0.0,0.0,195.0,1.37,0.0,0.237,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mediterranean Stage 2.gpx,https://www.komoot.com/tour/2971437163,49.6,60.7,1.6,3.54,6.18,0.0,103.0,12.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mediterranean Stage 3.gpx,https://www.komoot.com/tour/2971437443,9.25,76.8,2.22,0.653,27.7,0.0,86.2,1.14,1.5,21.8,0.266,0.266,0.0,0.0,0.0
2018 Tour of Mersin Stage 1.gpx,https://www.komoot.com/tour/2971437658,64.2,46.4,0.421,0.0,4.68,0.0,110.0,0.43,0.0,4.6,0.182,0.182,0.0,0.0,0.0
2018 Tour of Mersin Stage 2.gpx,https://www.komoot.com/tour/2971437922,33.2,126.0,2.2,0.0,0.61,0.0,161.0,0.768,0.309,0.61,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mersin Stage 3.gpx,https://www.komoot.com/tour/2971438248,128.0,15.1,0.548,0.0,3.24,0.0,141.0,2.12,0.0,3.25,0.31,0.305,0.0,0.0,0.0
2018 Tour of Mersin Stage 4.gpx,https://www.komoot.com/tour/2971438545,35.8,50.7,1.85,2.26,36.6,0.0,88.8,1.56,0.0,36.9,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mesopotamia Stage 1.gpx,https://www.komoot.com/tour/2971438806,0.475,187.0,0.48,0.0,0.0,0.0,187.0,0.213,0.0,0.267,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mesopotamia Stage 2.gpx,https://www.komoot.com/tour/2971439000,24.4,79.6,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mesopotamia Stage 3.gpx,https://www.komoot.com/tour/2971439259,29.6,123.0,0.382,0.0,1.98,0.0,152.0,0.382,0.0,1.98,0.0,0.0,0.0,0.0,0.0
2018 Tour of Mesopotamia Stage 4.gpx,https://www.komoot.com/tour/2971439590,0.313,179.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2971439963,105.0,77.4,1.27,2.03,0.274,0.0,181.0,3.96,0.0,0.413,0.0,0.0,0.0,0.0,0.0
2018 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2971440409,64.5,95.2,1.36,5.48,2.43,0.0,165.0,1.57,0.0,3.12,0.267,0.0,0.0,0.0,0.0
2018 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2971440799,55.3,116.0,1.29,1.56,0.0,0.0,172.0,2.61,0.0,0.492,0.608,0.0,0.0,0.0,0.0
2018 Tour of Norway Stage 4.gpx,https://www.komoot.com/tour/2971441169,80.1,142.0,0.447,1.82,0.37,0.0,217.0,1.36,0.0,0.708,0.461,0.0,0.0,6.5,0.0
2018 Tour of Norway Stage 5.gpx,https://www.komoot.com/tour/2971441639,65.9,67.7,5.06,7.78,1.89,0.123,145.0,1.44,0.216,2.49,2.1,3.45,3.37,1.59,0.0
2018 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2971441939,44.3,103.0,0.8,0.554,15.5,0.0,148.0,0.144,0.0,16.2,0.169,0.0,0.0,0.0,0.0
2018 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2971442258,59.8,97.8,0.788,0.0,12.1,0.0,142.0,15.2,0.0,13.0,0.154,0.0,0.0,0.0,0.0
2018 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2971442599,75.8,84.1,2.27,0.0,18.0,0.0,160.0,0.887,0.0,19.4,0.246,0.246,0.0,0.0,0.0
2018 Tour of Oman Stage 4.gpx,https://www.komoot.com/tour/2971443069,30.6,80.5,3.72,0.0,2.39,0.0,113.0,0.189,0.0,4.13,0.0,0.0,0.0,0.0,0.0
2018 Tour of Oman Stage 5.gpx,https://www.komoot.com/tour/2971443405,103.0,47.1,0.0,0.619,3.02,0.0,151.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0
2018 Tour of Oman Stage 6.gpx,https://www.komoot.com/tour/2971443816,44.1,57.3,0.479,0.0,33.1,0.2,89.4,12.7,0.0,33.1,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2971444077,10.1,14.2,4.53,0.0,140.0,0.0,23.1,4.36,0.0,141.0,0.23,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 10.gpx,https://www.komoot.com/tour/2971444245,0.184,0.0,0.0,0.0,116.0,0.0,0.184,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 11.gpx,https://www.komoot.com/tour/2971444484,11.2,22.7,2.75,0.0,76.3,0.0,31.0,3.1,0.0,81.7,2.87,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 12.gpx,https://www.komoot.com/tour/2971445287,0.0,1.79,1.66,0.0,102.0,0.0,1.8,1.66,0.0,102.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 13.gpx,https://www.komoot.com/tour/2971445542,29.5,32.3,0.177,0.0,48.8,0.0,61.9,0.177,0.0,48.8,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2971445993,18.5,18.9,1.71,0.0,79.1,0.0,37.4,0.0,0.0,81.2,0.871,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2971446191,4.62,12.8,2.96,0.0,112.0,0.0,16.6,3.42,0.0,114.0,0.889,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2971446433,0.672,8.71,0.32,0.0,91.9,0.0,9.0,0.703,0.0,91.9,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2971446652,0.206,12.9,0.131,53.5,170.0,0.0,66.6,0.131,0.0,170.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2971446845,6.08,0.443,2.22,0.0,50.3,0.0,3.45,3.08,0.0,52.5,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2971447050,1.87,2.62,1.19,0.0,166.0,0.0,3.98,0.517,0.0,142.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2971447287,0.258,6.16,0.373,0.0,227.0,0.0,6.41,0.243,0.0,227.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Qinghai Lake Stage 9.gpx,https://www.komoot.com/tour/2971447495,5.98,14.7,0.926,0.0,154.0,0.0,18.4,3.19,0.0,154.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Quanzhou Bay Stage 1.gpx,https://www.komoot.com/tour/2971447696,1.61,0.724,7.7,0.189,72.8,0.0,2.69,7.45,0.0,73.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Quanzhou Bay Stage 2.gpx,https://www.komoot.com/tour/2971447870,0.58,2.49,1.93,0.0,104.0,0.0,3.07,0.943,0.0,106.0,1.06,0.0,0.0,0.0,0.0
2018 Tour of Quanzhou Bay Stage 3.gpx,https://www.komoot.com/tour/2971448053,0.0,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Slovaquie Prologue.gpx,https://www.komoot.com/tour/2971448194,0.0,0.0,1.09,0.224,0.0,0.0,0.22,0.958,0.31,0.182,0.278,0.0,0.0,0.0,0.0
2018 Tour of Slovaquie Stage 1.gpx,https://www.komoot.com/tour/2971448393,139.0,22.4,0.553,0.0,0.0,0.0,162.0,0.193,0.0,0.384,0.345,0.0,0.0,0.0,0.0
2018 Tour of Slovaquie Stage 2.gpx,https://www.komoot.com/tour/2971448738,110.0,71.5,7.06,1.78,2.03,0.0,189.0,1.55,0.0,2.03,4.67,4.88,0.211,0.0,0.0
