jour,mois,annee,stage,nom_pcs,categorie,fichier_pcs
5,7,2023,result,juegos-deportivos-centroamericanos-y-del-carbie-it,JR,05_July_2023__result__juegos-deportivos-centroamericanos-y-del-carbie-it_2023__JR.csv
7,7,2023,result,juegos-deportivos-centroamericanos-y-del-carbie,JR,07_July_2023__result__juegos-deportivos-centroamericanos-y-del-carbie_2023__JR.csv
8,7,2023,result,grand-prix-erciyes-mimar-sinan-me,1.2,08_July_2023__result__grand-prix-erciyes-mimar-sinan-me_2023__1.2.csv
9,7,2023,result,arab-sports-games-me-ttt,JR,09_July_2023__result__arab-sports-games-me-ttt_2023__JR.csv
9,7,2023,stage_5,sibiu-cycling-tour,2.1,09_July_2023__stage_5__sibiu-cycling-tour_2023__2.1.csv
11,7,2023,result,arab-sports-games-me-itt,JR,11_July_2023__result__arab-sports-games-me-itt_2023__JR.csv
14,7,2023,result,arab-sports-games-me-road-race,JR,14_July_2023__result__arab-sports-games-me-road-race_2023__JR.csv
30,7,2023,result,jeux-de-la-francophonie,JR,30_July_2023__result__jeux-de-la-francophonie_2023__JR.csv
30,7,2023,result,grand-prix-altinkale,1.2,30_July_2023__result__grand-prix-altinkale_2023__1.2.csv
20,8,2023,result,gp-stad-zottegem,1.1,20_August_2023__result__gp-stad-zottegem_2023__1.1.csv
26,8,2023,result,tour-of-kandovan,1.2,26_August_2023__result__tour-of-kandovan_2023__1.2.csv
8,9,2023,stage_1,tour-de-hokkaido,2.2,08_September_2023__stage_1__tour-de-hokkaido_2023__2.2.csv
14,10,2023,result,elite-road-caribbean-championships-itt,1.2,14_October_2023__result__elite-road-caribbean-championships-itt_2023__1.2.csv
15,10,2023,result,elite-road-caribbean-championships-road-race,1.2,15_October_2023__result__elite-road-caribbean-championships-road-race_2023__1.2.csv
18,12,2023,result,arab-road-cycling-championships-me-ttt,JR,18_December_2023__result__arab-road-cycling-championships-me-ttt_2023__JR.csv
20,12,2023,result,arab-road-cycling-championships-me-itt,JR,20_December_2023__result__arab-road-cycling-championships-me-itt_2023__JR.csv
22,12,2023,result,arab-road-cycling-championships-road-race,JR,22_December_2023__result__arab-road-cycling-championships-road-race_2023__JR.csv
9,3,2024,result,rhodes-gp,1.2,09_March_2024__result__rhodes-gp_2024__1.2.csv
28,4,2024,stage_8,tour-of-turkey,2.Pro,28_April_2024__stage_8__tour-of-turkey_2024__2.Pro.csv
16,5,2024,prologue,tour-of-konya,2.2,16_May_2024__Prologue__tour-of-konya_2024__2.2.csv
17,5,2024,stage_1,tour-of-konya,2.2,17_May_2024__stage_1__tour-of-konya_2024__2.2.csv
18,5,2024,stage_2,tour-of-konya,2.2,18_May_2024__stage_2__tour-of-konya_2024__2.2.csv
19,5,2024,stage_3,tour-of-konya,2.2,19_May_2024__stage_3__tour-of-konya_2024__2.2.csv
21,5,2024,stage_1,tour-du-mali,2.2,21_May_2024__stage_1__tour-du-mali_2024__2.2.csv
22,5,2024,stage_2,tour-du-mali,2.2,22_May_2024__stage_2__tour-du-mali_2024__2.2.csv
23,5,2024,stage_3,tour-du-mali,2.2,23_May_2024__stage_3__tour-du-mali_2024__2.2.csv
24,5,2024,stage_4,tour-du-mali,2.2,24_May_2024__stage_4__tour-du-mali_2024__2.2.csv
25,5,2024,stage_5,tour-du-mali,2.2,25_May_2024__stage_5__tour-du-mali_2024__2.2.csv
26,5,2024,stage_6,tour-du-mali,2.2,26_May_2024__stage_6__tour-du-mali_2024__2.2.csv
27,5,2024,stage_1,tour-of-bostonliq,2.2,27_May_2024__stage_1__tour-of-bostonliq_2024__2.2.csv
28,5,2024,stage_2,tour-of-bostonliq,2.2,28_May_2024__stage_2__tour-of-bostonliq_2024__2.2.csv
29,5,2024,stage_3,tour-of-bostonliq,2.2,29_May_2024__stage_3__tour-of-bostonliq_2024__2.2.csv
4,6,2024,stage_4,tour-du-cameroun,2.2,04_June_2024__stage_4__tour-du-cameroun_2024__2.2.csv
4,6,2024,stage_5,tour-du-maroc,2.2,04_June_2024__stage_5__tour-du-maroc_2024__2.2.csv
5,6,2024,stage_5,tour-du-cameroun,2.2,05_June_2024__stage_5__tour-du-cameroun_2024__2.2.csv
5,6,2024,stage_6,tour-du-maroc,2.2,05_June_2024__stage_6__tour-du-maroc_2024__2.2.csv
6,6,2024,stage_7,tour-du-maroc,2.2,06_June_2024__stage_7__tour-du-maroc_2024__2.2.csv
6,6,2024,stage_6,tour-du-cameroun,2.2,06_June_2024__stage_6__tour-du-cameroun_2024__2.2.csv
6,6,2024,result,elite-road-central-american-championships-itt,1.2,06_June_2024__result__elite-road-central-american-championships-itt_2024__1.2.csv
7,6,2024,result,elite-road-central-american-championships-me-ttt,1.2,07_June_2024__result__elite-road-central-american-championships-me-ttt_2024__1.2.csv
7,6,2024,stage_8,tour-du-maroc,2.2,07_June_2024__stage_8__tour-du-maroc_2024__2.2.csv
7,6,2024,stage_7,tour-du-cameroun,2.2,07_June_2024__stage_7__tour-du-cameroun_2024__2.2.csv
8,6,2024,stage_9,tour-du-maroc,2.2,08_June_2024__stage_9__tour-du-maroc_2024__2.2.csv
8,6,2024,stage_8,tour-du-cameroun,2.2,08_June_2024__stage_8__tour-du-cameroun_2024__2.2.csv
9,6,2024,result,elite-road-central-american-championships-road-rac,1.2,09_June_2024__result__elite-road-central-american-championships-road-rac_2024__1.2.csv
9,6,2024,stage_10,tour-du-maroc,2.2,09_June_2024__stage_10__tour-du-maroc_2024__2.2.csv
9,6,2024,stage_9,tour-du-cameroun,2.2,09_June_2024__stage_9__tour-du-cameroun_2024__2.2.csv
27,6,2024,stage_2,okolo-slovenska,2.1,27_June_2024__stage_2__okolo-slovenska_2024__2.1.csv
29,6,2024,result,championnat-des-iles-de-l-ocean-indien-me-ttt,JR,29_June_2024__result__championnat-des-iles-de-l-ocean-indien-me-ttt_2024__JR.csv
30,6,2024,result,championnat-des-iles-de-l-ocean-indien,1.2,30_June_2024__result__championnat-des-iles-de-l-ocean-indien_2024__1.2.csv
3,7,2024,result,championnat-des-iles-de-l-ocean-indien2,1.2,03_July_2024__result__championnat-des-iles-de-l-ocean-indien2_2024__1.2.csv
27,7,2024,result,olympic-games-itt,Olympics,27_July_2024__result__olympic-games-itt_2024__Olympics.csv
15,9,2024,result,gp-de-la-ville-de-nogent-sur-oise,1.2,15_September_2024__result__gp-de-la-ville-de-nogent-sur-oise_2024__1.2.csv
5,10,2024,result,tour-de-batam,1.2,05_October_2024__result__tour-de-batam_2024__1.2.csv
1,11,2024,stage_1,tour-do-rio,2.2,01_November_2024__stage_1__tour-do-rio_2024__2.2.csv
2,11,2024,stage_2,tour-do-rio,2.2,02_November_2024__stage_2__tour-do-rio_2024__2.2.csv
2,11,2024,result,elite-road-caribbean-championships-itt,1.2,02_November_2024__result__elite-road-caribbean-championships-itt_2024__1.2.csv
3,11,2024,stage_3,tour-do-rio,2.2,03_November_2024__stage_3__tour-do-rio_2024__2.2.csv
3,11,2024,result,elite-road-caribbean-championships-road-race,1.2,03_November_2024__result__elite-road-caribbean-championships-road-race_2024__1.2.csv
1,2,2025,result,trofeo-pollenca-port-d-andratx,1.1,01_February_2025__result__trofeo-pollenca-port-d-andratx_2025__1.1.csv
8,2,2025,result,grand-prix-aspendos,1.2,08_February_2025__result__grand-prix-aspendos_2025__1.2.csv
2,3,2025,stage_7,tour-of-rwanda,2.1,02_March_2025__stage_7__tour-of-rwanda_2025__2.1.csv
8,3,2025,result,rhodes-gp,1.2,08_March_2025__result__rhodes-gp_2025__1.2.csv
4,4,2025,stage_3,tour-of-hellas,2.1,04_April_2025__stage_3__tour-of-hellas_2025__2.1.csv
1,5,2025,stage_5,tour-of-turkey,2.Pro,01_May_2025__stage_5__tour-of-turkey_2025__2.Pro.csv
17,5,2025,result,raceseo-1749389130,1.2,17_May_2025__result__raceseo-1749389130_2025__1.2.csv
14,9,2025,stage_21,vuelta-a-espana,2.UWT,14_September_2025__stage_21__vuelta-a-espana_2025__2.UWT.csv
17,10,2025,stage_3,tour-of-holland,2.1,17_October_2025__stage_3__tour-of-holland_2025__2.1.csv
18,10,2025,result,juegos-centroamericanos-ordeca-me-itt,1.2,18_October_2025__result__juegos-centroamericanos-ordeca-me-itt_2025__1.2.csv
19,10,2025,result,juegos-centroamericanos-ordeca-me-irr,1.2,19_October_2025__result__juegos-centroamericanos-ordeca-me-irr_2025__1.2.csv
